Equipo,Start Time,Week,Sistema,System_google_translated,Estado/C¢digo,C¢digo de tipo,End Time,Duration (min),Duration (hrs),Work Type,Comentario,Commentary_google_translated,Locaton
TK422,11/13/2016 22:19,week-046,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,11/14/2016 3:36,316.4,5.3,No programado,LUZ DE TRABAJO SUPERIOR IZQUIERDA QUEMADA ,LIGHT WORK TOP LEFT QUEMADA,ENTRADA-PARQUEO 180
TK408,11/14/2016 2:27,week-046,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,11/14/2016 6:29,242.13,4,No programado,EVALUACION POR DIRECCION DURA ,EVALUATION BY DURA ADDRESS,HR1-VIA2
TK408,11/14/2016 6:30,week-047,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,11/14/2016 8:04,94.22,1.6,No programado,EVALUACION POR DIRECCION DURA ,EVALUATION BY DURA ADDRESS,HR1-VIA2
TK408,11/15/2016 8:40,week-047,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,11/15/2016 9:25,44.23,0.7,No programado,CORRECCION DE FALLA EN INTERRUPTOR DEL CRISTAL DE LA PUERTA IZQUIERDA,CORRECTION FAILURE TO SWITCH GLASS DOOR LEFT,PARQUEO TALLER
TK434,11/15/2016 11:41,week-047,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,11/15/2016 15:19,218.02,3.6,No programado,CAMBIO DE CINTURON DE SEGURIDAD POR DETEIORO,CHANGE FOR SEAT BELT DETEIORO,PARQUEO TALLER
TK403,11/15/2016 16:49,week-047,FRENOS,BRAKES,BK-300  FRENOS-FRENOS,C¢digo Secundario,11/15/2016 18:07,77.22,1.3,No programado,Operator: el retardador esta botando el aire y deja de frenar,Operator: retarder is throwing away the air and stops braking,PARQUEO TALLER
TK408,11/15/2016 19:06,week-047,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,11/15/2016 20:42,96.52,1.6,No programado,COMPLETIVO DE NIVEL DE ACEITE DE LEVANTE DE TOLVA ,Completive OIL LEVEL HOPPER LIFTING,PARQUEO HR6
TK403,11/15/2016 19:46,week-047,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,11/15/2016 20:52,66.3,1.1,No programado,"SE REALIZO INSPECCI?N GENERAL DEL EQUIPO, NO SE ENCONTRARON FALLAS, SE REPORTO QUE NO ENCENDIA ","TOOK PLACE inspectionBaffle GENERAL TEAM, NOT FOUND FAILURES, NOT REPORTED Encendia",PARQUEO TALLER
TK408,11/16/2016 11:38,week-047,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,11/16/2016 11:49,10.25,0.2,No programado,RETARDADOR AUTOMATICO SE ACTIVA A 200 REVOLUCIONES,Automatic Retarder TRIGGERED 200 REVOLUTIONS,ENTRADA DE COMBUSTIBLE
TK422,11/16/2016 10:20,week-047,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11/16/2016 14:39,258.7,4.3,Programado,INS 250 HRS,INS 250 HRS,ENTRADA DE COMBUSTIBLE
TK422,11/16/2016 15:20,week-047,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,11/16/2016 16:04,44.3,0.7,No programado,NO ENCIENDE,IT DOES NOT TURN ON,ENTRADA DE COMBUSTIBLE
TK434,11/16/2016 17:08,week-047,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,11/16/2016 17:32,24,0.4,No programado,INYECTOR DE GRASA DE LA BARRA  ESTABILIZADORA DESCONECTADO,GREASE INJECTOR SWAY BAR OFFLINE,ENTRADA DE COMBUSTIBLE
TK422,11/16/2016 19:39,week-047,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,11/16/2016 23:38,238.87,4,No programado,Cambio de bateriaBATER?A  ,BateriaBATER change? A,ENTRADA TALLER 
TK434,11/18/2016 10:38,week-047,CABINA/CHASSIS,CAB / CHASSIS,CC-420  CABINA/CHASSIS-ESTRUCTURA,C¢digo Secundario,11/18/2016 11:49,71.25,1.2,No programado,FICHA DELANTERA CAIDA,FALL FRONT SHEET,ENTRADA DE COMBUSTIBLE
TK403,11/18/2016 20:32,week-047,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,11/18/2016 22:47,135.02,2.3,No programado,SISTEMA DE AIRE DE ENCENDIDO DESCARGADO,ON AIR SYSTEM DOWNLOADED,HR7-VIA7
TK408,11/18/2016 21:35,week-047,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,11/19/2016 0:57,201.48,3.4,No programado,NO TIENE EL BOT?N DE BAJAR EL CRISTAL,NO BUTTON? N LOWERING GLASS,ENTRADA DE COMBUSTIBLE
TK422,11/19/2016 20:00,week-047,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,11/20/2016 4:22,502,8.4,No programado,BAJA POTENCIA DE MOTOR ,LOW POWER ENGINE,ENTRADA DE COMBUSTIBLE
TK403,11/19/2016 4:35,week-047,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,11/21/2016 6:29,2994.53,49.9,No programado,CAMBIO DE MOTOR POR FALLA INTERNA,CHANGE ENGINE INTERNAL FAULT,HR1-VIA2
TK434,11/24/2016 5:41,week-048,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,11/24/2016 13:57,496,8.3,No programado,SONIDO EXTRA•O EN EL CARTER DE LOS FRENOS,EXTRA SOUND • CARTER OR THE BRAKES,CRUCE HR5-HR6
TK408,11/25/2016 7:14,week-048,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,11/25/2016 9:04,110.6,1.8,No programado,BAJO NIVEL ACEITE HIDRAULICO,HYDRAULIC OIL LEVEL LOW,PARQUEO 180
TK422,11/25/2016 9:29,week-048,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,11/25/2016 11:19,110.63,1.8,No programado,INSPECCI?N DE LLANTAS #5 Y#6 ,INSPECTION? N TIRE # 5 and # 6,ENTRADA DE COMBUSTIBLE
TK408,11/26/2016 0:17,week-048,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,11/26/2016 1:03,46.5,0.8,No programado,INSTALACION DE LUZ DE REVERSA,REVERSING LIGHT INSTALLATION,HR2-VIA2
TK422,11/26/2016 1:28,week-048,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,11/26/2016 17:20,951.85,15.9,No programado,CAMBIO DE LLANTAS POSICI?N 1 2 3 4 Y 6 ,TIRE CHANGE POSITION? N 1 2 3 4 AND 6,PQ-VIA0
TK422,11/27/2016 7:23,week-048,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,11/27/2016 8:16,53.32,0.9,No programado,ROCA INCRUSTADA ENTRE LLANTAS POSICI?N 4 Y 5,BETWEEN ROCK EMBEDDED POSITION TIRES? N 4 AND 5,S-DQ2B/200
TK408,11/27/2016 15:33,week-048,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,11/27/2016 16:01,28.43,0.5,No programado,NO ENCIENDE POR AIRE ,NO LIGHT AIR,HR6-VIA3
TK434,11/27/2016 15:15,week-048,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,11/27/2016 16:24,68.97,1.1,No programado,BAJA POTENCIA DEL MOTOR,LOW POWER ENGINE,COMBUSTIBLE TALLER
TK408,11/27/2016 16:01,week-048,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-825  ELECTRICO 12/24 VOLTS-ARRANQUE,C¢digo Secundario,11/28/2016 0:14,492.98,8.2,No programado,"FALLA EN EL SISTEMA DE ENCENDIDO, EVALUAR","SYSTEM FAILURE ON, EVALUATE",HR6-VIA3
TK403,11/21/2016 6:30,week-048,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,11/28/2016 6:29,10079.98,168,No programado,CAMBIO DE MOTOR POR FALLA INTERNA,CHANGE ENGINE INTERNAL FAULT,HR1-VIA2
TK434,11/28/2016 10:02,week-049,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11/28/2016 12:33,151.68,2.5,Programado,INSP. 250 HRS,INSP.†250 HRS,PARQUEO TALLER
TK434,11/28/2016 12:33,week-049,CABINA/CHASSIS,CAB / CHASSIS,CC-440  CABINA/CHASSIS-ESCALERAS/PASAMANOS,C¢digo Secundario,11/28/2016 14:07,93.38,1.6,No programado,REPARACION DEL 3er PELDANO DE LA ESCALERA IZQUIERDA,REPAIR OF 3rd rung of the ladder LEFT,PARQUEO TALLER
TK422,11/28/2016 16:08,week-049,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,11/28/2016 20:00,231.72,3.9,Programado,LAVADO PARA PM 500 HRS,WASH PM 500 HRS,ENTRADA DE COMBUSTIBLE
TK408,11/29/2016 13:58,week-049,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11/29/2016 16:19,140.4,2.3,Programado,INSP. 250 HRS,INSP.†250 HRS,PQ-VIA2
TK422,11/28/2016 20:00,week-049,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,11/29/2016 16:58,1258.8,21,Programado,PM 500 HRS,PM 500 HRS,ENTRADA DE COMBUSTIBLE
TK434,11/29/2016 17:18,week-049,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,11/29/2016 20:57,218.88,3.6,No programado,SE LE REPARO EL LETRERO DE LA TOLVA Y LA FICHA DEL LADO DERECHO  ,WILL REPAIR THE SIGN OF THE HOPPER AND FORM RIGHT SIDE,COMBUSTIBLE TALLER
TK434,11/29/2016 20:57,week-049,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,11/29/2016 21:43,45.82,0.8,No programado,SE CORRIGI? FUGA DE GRASA POR EL TANQUE ,SE CORRIGI?†FUGA GREASE FOR TANK,COMBUSTIBLE TALLER
TK434,12-01-16 7:39,week-049,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,12-01-16 10:14,154.92,2.6,No programado,CAMBIO DE MANGUERA DE PILOTAGE DE LA BOMBA DE DIRECCION,CHANGING HOSE PILOTAGE STEERING PUMP,MO-15
TK403,11/28/2016 6:30,week-049,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,12-01-16 12:00,4650,77.5,No programado,CAMBIO DE MOTOR POR FALLA INTERNA,CHANGE ENGINE INTERNAL FAULT,HR1-VIA2
TK403,12-01-16 12:00,week-049,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-830  ELECTRICO 12/24 VOLTS-CABLEADO,C¢digo Secundario,12-01-16 23:33,693.87,11.6,No programado,CORRECCI?N FALLA ELêCTRICA EN RAMALES DE LAS LUCES FRONTALES,CORRECTION? N ELECTRICAL FAILS IN BRANCHES OF LIGHTS FRONT,HR1-VIA2
TK403,12-01-16 23:33,week-049,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,12-02-16 5:48,374.45,6.2,No programado,FALLA EN CARGA DE AIRE DE SERVICIO + PRUEVA DE MOTOR,FAILURE TO AIR CARGO SERVICE + prueva MOTOR,HR1-VIA2
TK403,12-02-16 5:48,week-049,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12-02-16 6:17,28.87,0.5,No programado,LE FALTA EL INTERRUPTOR DE SUBIR Y BAJAR EL CRISTAL DE LA PUERTA DEL OPERADOR  ,MISSING THE SWITCH UP AND DOWN THE GLASS DOOR OPERATOR,HR1-VIA2
TK408,12-02-16 12:58,week-049,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12-02-16 14:09,71.72,1.2,No programado,FUGA DE AGUA POR FILTRO DE AIRE ACONDICIONADO DENTRO DE LA CABINA,LEAKING WATER FILTER AIR CONDITIONING IN THE CABIN,ENTRADA DE COMBUSTIBLE
TK403,12-02-16 14:20,week-049,SEGURIDAD,SECURITY,SF-1615  SEGURIDAD-DISPATCH,C¢digo Secundario,12-02-16 14:29,9.78,0.2,No programado,REPARACION SISTEMA JIGSAW,REPAIR SYSTEM JIGSAW,D-PAGA/200
TK403,12-02-16 15:40,week-049,SEGURIDAD,SECURITY,SF-1615  SEGURIDAD-DISPATCH,C¢digo Secundario,12-02-16 17:25,105.22,1.8,No programado,REPARACION SISTEMA JIGSAW,REPAIR SYSTEM JIGSAW,D-PAGA/200
TK434,12-03-16 3:12,week-049,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,12-03-16 5:42,149.68,2.5,No programado,SE REEMPLAZ? CELLO DEL FILTRO DE DRENAJE DE RETRACCI?N DEL PARQUEO,WILL REPLACE?†CELLO FILTER DRAIN retraction? N THE PARK,PARQUEO HR6
TK403,12-03-16 7:25,week-049,SEGURIDAD,SECURITY,SF-1615  SEGURIDAD-DISPATCH,C¢digo Secundario,12-03-16 7:53,27.8,0.5,No programado,REPARACION SISTEMA JIGSAW,REPAIR SYSTEM JIGSAW,PARQUEO 180
TK434,12-04-16 1:08,week-049,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,12-04-16 2:09,61.47,1,No programado,SE REPAR? LUZ DE TRABAJO SUPERIOR LADO DERECHO,SE REPAR?†WORKLIGHT TOP RIGHT SIDE,ENTRADA DE COMBUSTIBLE
TK408,12-04-16 0:55,week-049,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,12-04-16 6:41,345.67,5.8,No programado,COMPLETAR ACEITE DE TRANSMISION,COMPLETE OIL TRANSMISSION,ENTRADA DE COMBUSTIBLE
TK408,12-05-16 3:07,week-049,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12-05-16 6:02,174.22,2.9,No programado,SE CORRIGI? LINEA ABIERTA + SE INSTAL? INTERUPTOR DEL CRISTAL,SE CORRIGI?†OPEN LINE + was installed?†CRYSTAL SWITCH,SALIDA-ESTACION COMBUSTIBLE
TK403,12-05-16 9:45,week-050,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12-05-16 11:00,74.92,1.2,No programado,PUERTA DEL CHOFER NO ABRE POR FUERA+ CRISTAL NO BAJA,DOOR OPENS FOR DRIVER NOT OUT + GLASS NOT LOW,PARQUEO TALLER
TK403,12-05-16 14:04,week-050,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,12-05-16 14:39,34.82,0.6,No programado,AIRE PARA ENCENDIDO,ON AIR,PARQUEO TALLER
TK403,12-05-16 15:54,week-050,SEGURIDAD,SECURITY,SF-1605  SEGURIDAD-ITEM CRITICO DE PRE-CHEQUEO,C¢digo Secundario,12-05-16 16:19,25.03,0.4,No programado,BOCINA NO FUNCIONA,HORN DOES NOT WORK,ENTRADA DE COMBUSTIBLE
TK422,12-06-16 5:22,week-050,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,12-06-16 7:19,117.37,2,No programado,CORTES PROFUNDOS EN LLANTAS 5 Y 6,DEEP CUTS IN TIRES 5 AND 6,HR2-HR5
TK408,12-06-16 10:11,week-050,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,12-06-16 11:05,53.6,0.9,No programado,SE EVALU? POR EVENTO DE CARRERA ALTA DE FRENOS ,It was evaluated?†BY EVENT CAREER HIGH BRAKING,HR1-VIA1
TK422,12-06-16 12:30,week-050,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,12-06-16 13:27,56.58,0.9,No programado,SE REALIZ? INSPECCI?N EN LA LLANTA POSICI?N  5 Y 6,SE REALIZ?†INSPECTION? N IN THE TYRE POSITION? N 5 AND 6,COMBUSTIBLE TALLER
TK403,12-06-16 0:51,week-050,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,12-06-16 13:40,768.45,12.8,No programado,BAJA POTENCIA DEL MOTOR,LOW POWER ENGINE,HR7-VIA5
TK422,12-06-16 19:35,week-050,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,12-06-16 19:52,16.63,0.3,No programado,CAMBIO DE FAROL DE LA SUPERIOR DERECHA,CHANGING THE TOP RIGHT FAROL,PARQUEO TALLER
TK403,12-06-16 13:45,week-050,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,12-06-16 23:33,587.78,9.8,No programado,CAMBIO DE INYECTOR 12 DE COMBUSTIBLE ( POR GARANTIA),CHANGE FUEL injector 12 (warranty),D-PAGA/200
TK403,12-07-16 20:10,week-050,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12-07-16 20:37,27.4,0.5,No programado,INSPECCION DEL INTERRUPTOR DEL CRISTAL DE LA PUERTA IZQUIERDA + INSTALACION DE ABRAZADERA DE LA SUSPENCION DELANTERA IZQUIERDA,SWITCH INSPECTION GLASS DOOR LEFT + INSTALLATION CLAMP LEFT FRONT SUSPENSION,PARQUEO TALLER
TK422,12-08-16 3:42,week-050,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,12-08-16 4:05,22.35,0.4,Programado,TOMA DE MUESTRA DE ACEITE  MOTOR,SAMPLING OF MOTOR OIL,PARQUEO TALLER
TK403,12-07-16 22:23,week-050,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12-08-16 4:40,376.33,6.3,No programado,REPARACION DE LINEA ABIERTA DEL SWICH DEL CRISTAL DE LA PUERTA IZQUIERDA,OPEN LINE REPAIR SWICH GLASS DOOR LEFT,PARQUEO TALLER
TK408,12-08-16 7:00,week-050,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,12-08-16 7:38,38.75,0.6,No programado,SE COMPLET? ACEITE HIDRAULICO ,IS COMPLETE?†HYDRAULIC OIL,PARQUEO HR6
TK434,12-08-16 11:12,week-050,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,12-08-16 15:57,285.03,4.8,Programado,LAVADO PARA PM 2000 HRS ,WASH PM 2000 HRS,TALLER EQUIPO PESADO
TK403,12-08-16 19:48,week-050,FRENOS,BRAKES,BK-310  FRENOS-PARQUEO,C¢digo Secundario,12-08-16 19:54,6.23,0.1,No programado,INDICADOR DE FRENO DE PARQUEO SE MANTIENE ACTIVO SIN ESTAR ACTIVADO,PARKING BRAKE INDICATOR REMAINS ACTIVE NOT BE ACTIVATED,HR7-VIA3
TK434,12-08-16 15:57,week-050,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,12-09-16 5:57,839.87,14,Programado,PM 2000 HRS ,PM 2000 HRS,TALLER EQUIPO PESADO
TK408,12-09-16 7:45,week-050,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,12-09-16 11:16,211.42,3.5,Programado,LAVADO PARA PM 500 HRS  ,WASH PM 500 HRS,ENTRADA DE COMBUSTIBLE
TK434,12-09-16 13:31,week-050,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,12-09-16 14:02,30.3,0.5,No programado,SE CONECT? EL ACTUADOR ELêCTRICO DEL SISTEMA AFEX,SE CONECT?†ACTUATOR THE ELECTRIC SYSTEM OF AFEX,ENTRADA DE COMBUSTIBLE
TK403,12-09-16 19:37,week-050,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,12-09-16 20:17,40.58,0.7,No programado,INSPECCION POR EVENTO DE BAJO NIVEL ACEITE MOTOR Y NO SE ENCONTRO FALLA,INSPECTION BY EVENT LOW ENGINE OIL AND NO FAULT FOUND,HR7-VIA8
TK403,12-09-16 22:20,week-050,MOTOR,MOTOR,EN-1005  MOTOR-CONTROLES,C¢digo Secundario,12-10-16 0:03,102.62,1.7,No programado,CAMBIO DE SENSOR DE NIVEL DE ACEITE MOTOR,SENSOR CHANGE ENGINE OIL LEVEL,HR5-VIA2
TK408,12-09-16 11:16,week-050,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,12-10-16 4:19,1022.18,17,Programado,PM 500 HRS  ,PM 500 HRS,ENTRADA DE COMBUSTIBLE
TK422,12-10-16 7:13,week-050,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,12-10-16 8:47,94.28,1.6,No programado,INSPECCIONAR LLANTAS # 5 Y #6,INSPECT TIRES # 5 and # 6,PARQUEO 180
TK408,12-10-16 4:19,week-050,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,12-10-16 17:42,803.7,13.4,Programado,REEMPLAZAR VOLANTA DEL MOTOR,REPLACE ENGINE VOLANTA,ENTRADA DE COMBUSTIBLE
TK434,12-11-16 8:13,week-050,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,12-11-16 9:52,99.02,1.7,No programado,FUGA DE COMBUSTIBLE POR EL TANQUE,LEAKING FUEL TANK,ENTRADA DE COMBUSTIBLE
TK434,12-11-16 16:46,week-050,DIRECCION,ADDRESS,ST-1810  DIRECCION-BRAZO DE DIRECCION,C¢digo Secundario,12-11-16 18:03,76.68,1.3,No programado,EVENTO DE DIRECCI?N NIVEL 3,EVENT DIRECTION? N LEVEL 3,MO130B205
TK403,12-11-16 21:12,week-050,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,12-11-16 21:31,18.83,0.3,No programado,AIRE PARA ENCENDIDO,ON AIR,CRUCE HR5 Y HR3
TK403,12/13/2016 3:06,week-051,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,12/13/2016 3:39,33.4,0.6,No programado,AIRE PARA ENCENDIDO,ON AIR,B-HG2E/310-079
TK422,12/13/2016 11:59,week-051,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,12/13/2016 16:32,273.37,4.6,No programado,BAJA POTENCIA DE MOTOR + INSPECCI?N DE LLANTA 5 Y 6,LOW POWER MOTOR + inspectionBaffle OF TIRE 5 AND 6,ENTRADA TALLER 
TK434,12/13/2016 16:42,week-051,MOTOR,MOTOR,EN-1010  MOTOR-ENFRIAMIENTO,C¢digo Secundario,12/13/2016 19:45,182.65,3,No programado,BAJO NIVEL DE REFRIGERANTE DE MOTOR,Low coolant level ENGINE,PQ-VIA2
TK403,12/14/2016 3:17,week-051,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,12/14/2016 4:10,52.15,0.9,No programado,SE APAGO POR COMBUSTIBLE,Out went FUEL,QQ-03
TK403,12/14/2016 7:11,week-051,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,12/14/2016 8:54,103.03,1.7,No programado,SE LE COMPLETO LA PRESION DE AIRE DE ENCENDIDO,WILL COMPLETE THE PRESSURE ON AIR,PARQUEO HR11
TK422,12/14/2016 7:29,week-051,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,12/14/2016 9:49,139.33,2.3,Programado,INSP. 250 HRS ,INSP.†250 HRS,PARQUEO TALLER
TK434,12/14/2016 13:00,week-051,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,12/14/2016 13:36,36.62,0.6,No programado,EVALUACION FUGA DE COMBUSTIBLE POR EL TANQUE,EVALUATION LEAKING FUEL TANK,COMBUSTIBLE TALLER
TK422,12/14/2016 9:49,week-051,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,12/15/2016 1:37,948.22,15.8,Programado,SE REALIZO CAMBIO DE LLANTA POSICI?N 5 Y 6,TIRE CHANGE TOOK PLACE POSITION? N 5 AND 6,PARQUEO TALLER
TK434,12/14/2016 15:30,week-051,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,12/15/2016 5:24,834.72,13.9,Programado,SE CAMBIO EL TANQUE DE COMBUSTIBLE,CHANGE IS FUEL TANK,PARQUEO TALLER
TK403,12/15/2016 19:48,week-051,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,12/15/2016 22:00,131.82,2.2,No programado,SE LE INSTALO LA LUZ DEL TABLERO + INSTALACI?N DEL TORNILLO DEL GUARDAFANGOS,BE INSTALLED LIGHT INSTALLATION BOARD +? N Screw Fenders,ENTRADA DE COMBUSTIBLE
TK422,12/15/2016 20:42,week-051,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,12/16/2016 1:16,273.85,4.6,No programado,SE LIMPIARON LOS FILTROS DE COMBUSTIBLE,Cleaned FUEL FILTERS,QQ-03
TK434,12/16/2016 21:03,week-051,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,12/16/2016 22:55,111.43,1.9,No programado,SE REALIZO INSPECCI?N EN LA CABINA Y NO SE DETECTO OLOR A QUEMADO ,TOOK PLACE INSPECTION? N IN THE COCKPIT AND NOT DETECTED BURNT SMELL,ENTRADA DE COMBUSTIBLE
